Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Military expenditure (current USD),MS.MIL.XPND.CD,Low income,LIC,5083775576.64424,3502233804.34546,8141813333.23977,5089828297.68427,5878169830.98416,7047761744.52702,7272279893.03861,6940030218.33933,8675119870.31925,6484692920.87995,5154064038.90921,5648909278.24307
Military expenditure (current USD),MS.MIL.XPND.CD,Lower middle income,LMC,43939798220.3702,47715787411.4065,115869055803.366,123005141520.666,125494408014.653,129365171740.074,129248410268.047,135385517355.717,147440445497.556,146454248591.274,149595356089.523,157790701343.519
Military expenditure (current USD),MS.MIL.XPND.CD,Middle East & North Africa,MEA,58318651340.933,56795438990.0771,137418476926.623,152986196778.229,170889331351.799,182785580159.173,162648563556.707,138763987042.139,147886119429.823,150088188809.564,141472443148.993,141420957231.477
Military expenditure (current USD),MS.MIL.XPND.CD,Middle East & North Africa (excluding high income),MNA,23973651072.6335,17969079399.2528,43058914278.6069,46439276404.7989,48117797840.9382,45880656837.0499,44183408606.8569,41655105461.5816,42887738359.7635,39526529697.1509,43450156866.0862,47041118062.9442
Military expenditure (current USD),MS.MIL.XPND.CD,Middle East & North Africa (IDA & IBRD countries),TMN,23973651072.6335,17969079399.2528,43058914278.6069,46439276404.7989,48117797840.9382,45880656837.0499,44183408606.8569,41655105461.5816,42887738359.7635,39526529697.1509,43450156866.0862,47041118062.9442
Military expenditure (current USD),MS.MIL.XPND.CD,Middle income,MIC,84926009081.5207,122089143065.588,425862534886.148,467314745453.986,504377543595.365,520357341798.439,499208408667.295,503685038190.253,535724484265.633,553139471059.979,570641237090.276,575206766807.635
Military expenditure (current USD),MS.MIL.XPND.CD,North America,NAC,336543945832.925,328385709441.92,773681720863.722,745657107110.974,697744731209.944,665642640477.685,651767280894.741,657639218543.074,669022623323.323,705220727580.34,756548508440.09,800987047129.008
Military expenditure (current USD),MS.MIL.XPND.CD,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,OECD members,OED,590374575641.217,585724790658.48,1244611600432.48,1200853521653.95,1147761185959.18,1119710704022.41,1052429902538.66,1068214535859.48,1095120373315.25,1162824862471.83,1219211804915.71,1282138664644.6
Military expenditure (current USD),MS.MIL.XPND.CD,Other small states,OSS,..,1476880364.90139,3764836894.07204,3828862887.54831,3965664126.98787,4510884381.19071,4205720294.28617,4323220119.80728,4527145350.31028,4715227438.01089,4786668272.70099,4572813576.96881
Military expenditure (current USD),MS.MIL.XPND.CD,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Post-demographic dividend,PST,575880898686.618,561113200250.605,1192850188848.9,1148678770070.66,1091639464492.61,1063050602143.92,1002977000944.96,1017276578342.13,1040483713170.16,1103885351859.35,1160337875922.4,1225464193891.74
Military expenditure (current USD),MS.MIL.XPND.CD,Pre-demographic dividend,PRE,4771894025.3061,2943330107.3567,16148704930.0075,16385564269.885,23465402716.1452,24202146663.2862,24404197391.8987,19842067953.0788,23125027837.7841,18820012626.5039,19483713192.067,19601660010.212
Military expenditure (current USD),MS.MIL.XPND.CD,Small states,SST,..,1572187909.03564,4153174674.14915,4243244083.67825,4416322113.62693,4955066215.09411,4640447026.54659,4804832467.95716,5030348909.89787,5258261393.47804,5395632067.89377,5138651369.25679
Military expenditure (current USD),MS.MIL.XPND.CD,South Asia,SAS,13945113110.1629,18874870623.5258,60752379602.2996,58489489059.1387,59196047344.9339,64435944950.4613,66175430519.4311,72134974447.9752,81781409552.3982,83905919349.2881,88560043183.9341,90099505442.2682
Military expenditure (current USD),MS.MIL.XPND.CD,South Asia (IDA & IBRD),TSA,13945113110.1629,18874870623.5258,60752379602.2996,58489489059.1387,59196047344.9339,64435944950.4613,66175430519.4311,72134974447.9752,81781409552.3982,83905919349.2881,88560043183.9341,90099505442.2682
Military expenditure (current USD),MS.MIL.XPND.CD,Sub-Saharan Africa,SSF,10679109457.2876,6361034224.1162,18232142939.0162,18761367115.8045,21753112629.1139,23280917656.146,20399651536.7958,19234949086.9538,21669044170.9135,18593060227.5577,17891649716.9005,17615471144.8972
Military expenditure (current USD),MS.MIL.XPND.CD,Sub-Saharan Africa (excluding high income),SSA,10664269381.5882,6350708382.56012,18223430234.0651,18751443006.0555,21739346177.7899,23250008503.4281,20381550188.02,19213029082.5616,21646753235.649,18571498779.7435,17868153461.7851,17596657012.4345
Military expenditure (current USD),MS.MIL.XPND.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,10679109457.2876,6361034224.1162,18232142939.0163,18761367115.8045,21753112629.1139,23280917656.1459,20399651536.7958,19234949086.9538,21669044170.9135,18593060227.5577,17891649716.9005,17615471144.8972
Military expenditure (current USD),MS.MIL.XPND.CD,Upper middle income,UMC,40986210861.1506,74373355654.1814,309993479082.782,344309603933.32,378883135580.712,390992170058.365,369959998399.248,368299520834.536,388284038768.077,406685222468.704,421045881000.753,417416065464.117
Military expenditure (current USD),MS.MIL.XPND.CD,World,WLD,713011017715.114,742433000633.984,1750480001086.26,1757754747381.18,1755592694729.9,1754186626365.62,1652927079296.55,1649136733237.66,1717984424980.38,1801948433102.08,1859927966296.32,1928852478357.6
